ID_BB_GLOBAL,FIELD,VALUE,SOURCE,TSTAMP
BBG000064N91,"AMT_OUTSTANDING, CALC_TYP_DES, CNTRY_OF_DOMICILE, CNTRY_OF_INCORPORATION, COLLAT_TYP, CONTINGENT_CONVERSION, COUNTRY, CPN, CPN_TYP, CRNCY, CUR_CPN, CV_CNVS_RATIO, CV_COMMON_TICKER, CV_COMMON_TICKER_EXCH, DEFAULTED, EXCH_CODE, FIRST_SETTLE_DT, ID_BB_GLOBAL, ID_BB_UNIQUE, ID_CUSIP, ID_CUSIP_REAL, ID_EXCH_SYMBOL, ID_ISIN, ID_SEDOL1, INDUSTRY_GROUP, INDUSTRY_SECTOR, INDUSTRY_SUBGROUP, INFLATION_LINKED_INDICATOR, ISSUER, ISSUER_BULK, ISSUER_INDUSTRY, ISSUERS_STOCK, LONG_COMP_NAME, MARKET_SECTOR_DES, MATURITY, MIN_INCREMENT, MTY_TYP, NAME, PAR_AMT, PARENT_COMP_NAME, PCT_PAR_QUOTED, REDEMP_VAL, REFERENCE_INDEX, SECURITY_DES, SECURITY_TYP, SECURITY_TYP2, SINKABLE, SINKING_FUND_FACTOR, TICKER, TRADE_CRNCY","1085000000.00, SWEDEN I/L: STREET, DK, MULT, GOVT GUARANTEED,  , MULT, 3.500000, FIXED, SEK,  ,  ,  ,  , N, NOMX STOCKHOLM, 20040709, BBG000064N91, COED5429110, ED5429110,  ,  , SE0001233990, B7NCQ92, Regional(state/provnc), Government, Regional Authority, Y, ORESUNDSKONSORTIET, ORESUNDSKONSORTIET, GOVT REGIONAL,  , Oresundsbro Konsortiet, Govt, 20281201, 1000000.0000, AT MATURITY, ORESUNDSKONSORTIET, 1000000.000000000,  , Y, 147.10689, SWCPI Index, OREKON 3 1/2 12/01/28, DOMESTIC,  , N, 1.00000000, OREKON, SEK",corp_pfd.dif,2024-06-07 09:30:19.514019
